"x1";"x2"
1.86355408863164;1.24956282041967
1.87696746457368;1.58986564888619
1.20682176481932;1.31979674729519
1.79758027987555;1.8473121796269
1.81375827034935;1.35076200799085
1.06927990214899;1.64159507188015
1.92090307851322;1.58573913900182
1.37352395174094;1.13812514045276
1.51707396795973;1.7630151764024
1.27409234456718;1.70509694935754
1.19937067781575;1.61127072898671
1.72081860690378;1.16974776866846
1.52059875195846;1.14945058850572
1.86917193187401;1.41235155100003
1.43520182766952;1.68981066113338
1.73292316962034;1.6286369448062
1.80811974033713;1.86437316122465
1.59569260361604;1.09372125659138
1.03358488087542;1.65869905194268
1.99376259720884;1.91920913523063
1.9214039396029;1.02356407488696
1.87903694296256;1.13535483903252
1.59970871265978;1.4185045666527
1.71140306466259;1.36005436768755
1.12132005440071;1.85283164866269
1.39255237602629;1.87690813303925
1.57592869084328;1.56046361289918
1.83648436306976;1.59456588281319
1.51306644687429;1.25899402820505
1.04860387579538;1.70633186772466
1.98013800405897;1.03865263005719
1.41958465613425;1.86867016996257
1.77746138162911;1.25093646068126
1.90714844618924;1.34942662669346
1.27375612664036;1.83197900746018
1.11077776527964;1.67147379205562
1.09412966389209;1.35496201599017
1.91445490345359;1.13014399143867
1.34081869688816;1.20993358292617
1.4204686274752;1.43262710957788
1.26709029148333;1.66468332754448
1.39080965728499;1.16813074308448
1.02432871283963;1.79441972309723
1.96222899574786;1.29251444106922
1.04925380134955;1.26723647490144
1.85269095096737;1.20120175252669
1.49245811277069;1.62134772632271
1.39327879389748;1.61139059439301
1.06436497508548;1.00712185516022
1.53478324622847;1.3103755034972
