"x1";"x2"
1.24786059640348;0.818607327692519
-3.33625938475132;-3.23974494840984
-2.91094003535807;-2.57295711454747
0.255247515514493;-0.417690313750723
-2.72017983265221;-1.09111527421248
3.48403996497393;2.87956023092517
-4.25608481012285;-5.07259369645107
-0.261178569048643;0.0465427716455893
-1.12047015793622;-0.0910994622369978
-0.850348866656423;-0.906084118825314
3.48137352138758;3.57143717790581
3.24678010202944;3.21716618166066
1.42294913053513;1.56666241814051
3.21467358514667;3.14137639106418
2.80100871145725;3.103269876984
2.79604210600257;3.26655681584519
3.35259134404361;3.42273167883427
-4.3200756880641;-5.32160892473179
-3.71328453265131;-3.26384701285954
2.08485796757042;1.99978282240009
0.704202986210585;0.747210946210465
-1.02634225703776;-1.38827372022382
-0.412256927341223;-0.23343110228228
3.48177327297628;2.60522566639448
-4.32411956891417;-4.38439604557219
0.332972031906247;-0.546405364610823
-0.32310456700623;0.174449060877913
-1.20764003239572;-1.32326731631696
-2.69649675965309;-2.14890177239966
3.06178351573646;2.93804637240215
-0.151899227052927;-0.417353535320175
-3.00192107737064;-3.29557629874976
-0.844085415005684;-1.37797646502076
-0.0138598374277353;0.850923935153063
-2.68962653830647;-2.9273346812093
1.84917667217553;1.57541637365861
2.35959988355637;3.21781502228109
1.93629859097302;2.21205426994695
0.65528730198741;0.522278362785487
-0.862429536059499;0.472733771098356
1.77631797164679;1.47858692516334
-1.43711541324854;-1.59813854324154
3.03904404573143;3.05951883048921
-0.717694972753525;-1.91220515310592
1.90446250967681;0.640812256437586
-2.09629980020225;-2.47461839725714
-0.362537819072604;-0.205531375218086
-2.59194318309426;-2.16540530838798
1.37256531313062;2.20462240089471
-1.61271383158863;-1.35783194194979
