timestamp,power_wahoo,cadence_wahoo,power_assioma,cadence_assioma,power_diff
2026-01-15 11:08:40+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:41+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:42+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:43+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:44+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:45+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:46+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:47+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:48+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:49+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:50+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:51+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:52+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:53+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:54+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:55+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:56+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:08:57+00:00,2.0,29.0,0.0,0.0,2.0
2026-01-15 11:08:58+00:00,3.0,19.0,0.0,0.0,3.0
2026-01-15 11:08:59+00:00,0.0,10.0,0.0,0.0,0.0
2026-01-15 11:09:00+00:00,1.0,1.0,0.0,0.0,1.0
2026-01-15 11:09:01+00:00,4.0,31.0,38.0,20.0,-34.0
2026-01-15 11:09:02+00:00,4.0,20.0,0.0,20.0,4.0
2026-01-15 11:09:03+00:00,0.0,9.0,0.0,20.0,0.0
2026-01-15 11:09:04+00:00,4.0,0.0,0.0,20.0,4.0
2026-01-15 11:09:05+00:00,6.0,29.0,19.0,16.0,-13.0
2026-01-15 11:09:06+00:00,1.0,19.0,0.0,16.0,1.0
2026-01-15 11:09:07+00:00,0.0,8.0,0.0,16.0,0.0
2026-01-15 11:09:08+00:00,0.0,0.0,0.0,16.0,0.0
2026-01-15 11:09:09+00:00,0.0,0.0,0.0,16.0,0.0
2026-01-15 11:09:10+00:00,0.0,0.0,0.0,16.0,0.0
2026-01-15 11:09:11+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:12+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:13+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:14+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:15+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:16+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:17+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:18+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:19+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:20+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:21+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:22+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:23+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:24+00:00,3.0,0.0,0.0,0.0,3.0
2026-01-15 11:09:25+00:00,172.0,44.0,0.0,0.0,172.0
2026-01-15 11:09:26+00:00,490.0,56.0,502.0,48.0,-12.0
2026-01-15 11:09:27+00:00,697.0,74.0,801.0,75.0,-104.0
2026-01-15 11:09:28+00:00,851.0,89.0,890.0,89.0,-39.0
2026-01-15 11:09:29+00:00,934.0,102.0,935.0,103.0,-1.0
2026-01-15 11:09:30+00:00,940.0,113.0,917.0,112.0,23.0
2026-01-15 11:09:31+00:00,900.0,121.0,872.0,120.0,28.0
2026-01-15 11:09:32+00:00,869.0,127.0,835.0,127.0,34.0
2026-01-15 11:09:33+00:00,827.0,131.0,784.0,132.0,43.0
2026-01-15 11:09:34+00:00,749.0,133.0,682.0,133.0,67.0
2026-01-15 11:09:35+00:00,554.0,133.0,531.0,131.0,23.0
2026-01-15 11:09:36+00:00,213.0,112.0,14.0,61.0,199.0
2026-01-15 11:09:37+00:00,3.0,79.0,0.0,64.0,3.0
2026-01-15 11:09:38+00:00,0.0,44.0,0.0,64.0,0.0
2026-01-15 11:09:39+00:00,0.0,10.0,0.0,64.0,0.0
2026-01-15 11:09:40+00:00,0.0,0.0,0.0,64.0,0.0
2026-01-15 11:09:41+00:00,0.0,0.0,0.0,64.0,0.0
2026-01-15 11:09:42+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:43+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:44+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:45+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:46+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:47+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:48+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:49+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:50+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:51+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:52+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:53+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:54+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:55+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:56+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:57+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:58+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:09:59+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:00+00:00,0.0,0.0,0.0,,0.0
2026-01-15 11:10:01+00:00,0.0,0.0,0.0,,0.0
2026-01-15 11:10:02+00:00,0.0,0.0,0.0,,0.0
2026-01-15 11:10:03+00:00,0.0,0.0,0.0,,0.0
2026-01-15 11:10:04+00:00,0.0,0.0,0.0,,0.0
2026-01-15 11:10:05+00:00,0.0,0.0,0.0,,0.0
2026-01-15 11:10:06+00:00,0.0,0.0,0.0,,0.0
2026-01-15 11:10:07+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:08+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:09+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:10+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:11+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:12+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:13+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:14+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:15+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:16+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:17+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:18+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:19+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:20+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:21+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:22+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:23+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:24+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:25+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:26+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:27+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:28+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:29+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:30+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:31+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:32+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:33+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:34+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:35+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:36+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:37+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:38+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:39+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:40+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:41+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:42+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:43+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:44+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:45+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:46+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:47+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:48+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:49+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:50+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:51+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:52+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:53+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:54+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:55+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:56+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:57+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:58+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:10:59+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:11:00+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:11:01+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:11:02+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:11:03+00:00,0.0,0.0,0.0,0.0,0.0
2026-01-15 11:11:04+00:00,33.0,0.0,0.0,0.0,33.0
2026-01-15 11:11:05+00:00,254.0,49.0,458.0,44.0,-204.0
2026-01-15 11:11:06+00:00,528.0,60.0,458.0,44.0,70.0
2026-01-15 11:11:07+00:00,576.0,71.0,539.0,69.0,37.0
2026-01-15 11:11:08+00:00,604.0,81.0,637.0,82.0,-33.0
2026-01-15 11:11:09+00:00,672.0,91.0,707.0,92.0,-35.0
2026-01-15 11:11:10+00:00,713.0,97.0,697.0,98.0,16.0
